Time (Date hh:mm:ss.ms),L-Max dB -A,LEQ dB -A,L-Min dB -A,L-PeakdB -A
2025/03/28 17:24:00,65.523247,56.523247,45.623247,83.923247
2025/03/28 17:25:00,76.423247,62.223247,40.823247,92.123247
2025/03/28 17:26:00,77.723247,63.623247,43.223247,95.123247
2025/03/28 17:27:00,72.223247,60.823247,48.823247,91.823247
2025/03/28 17:28:00,65.623247,59.423247,52.523247,87.723247
2025/03/28 17:29:00,64.223247,54.023247,46.423247,91.423247
2025/03/28 17:30:00,67.023247,52.723247,33.623247,91.723247
2025/03/28 17:31:00,65.023247,58.023247,35.223247,80.323247
2025/03/28 17:32:00,62.623247,55.623247,44.023247,84.223247
2025/03/28 17:33:00,69.423247,56.223247,41.423247,88.823247
2025/03/28 17:34:00,63.023247,58.023247,46.823247,84.623247
2025/03/28 17:35:00,61.923247,52.923247,38.923247,81.723247
2025/03/28 17:36:00,60.723247,51.823247,38.623247,76.223247
2025/03/28 17:37:00,65.523247,57.523247,40.123247,87.723247
2025/03/28 17:38:00,65.523247,56.123247,43.823247,88.923247
2025/03/28 17:39:00,61.423247,54.623247,40.523247,84.723247
2025/03/28 17:40:00,72.523247,58.523247,35.123247,93.823247
2025/03/28 17:41:00,66.223247,57.423247,32.923247,81.623247
2025/03/28 17:42:00,66.023247,58.223247,44.723247,87.123247
2025/03/28 17:43:00,68.423247,59.123247,45.123247,88.723247
2025/03/28 17:44:00,77.723247,64.023247,44.923247,95.523247
2025/03/28 17:45:00,67.523247,59.723247,43.323247,84.923247
2025/03/28 17:46:00,74.823247,63.423247,48.923247,93.523247
2025/03/28 17:47:00,67.123247,58.723247,44.023247,89.423247
2025/03/28 17:48:00,65.423247,55.123247,43.223247,88.023247
2025/03/28 17:49:00,68.123247,59.223247,44.623247,90.723247
2025/03/28 17:50:00,65.723247,56.823247,37.523247,83.623247
2025/03/28 17:51:00,65.323247,51.823247,36.023247,87.023247
2025/03/28 17:52:00,61.423247,54.623247,40.323247,83.723247
2025/03/28 17:53:00,63.423247,54.723247,37.023247,90.123247
2025/03/28 17:54:00,69.523247,59.923247,37.723247,90.023247
2025/03/28 17:55:00,64.423247,58.123247,48.023247,84.623247
2025/03/28 17:56:00,73.723247,64.623247,52.423247,89.923247
2025/03/28 17:57:00,65.923247,57.723247,48.423247,84.023247
2025/03/28 17:58:00,70.923247,60.123247,46.023247,84.523247
2025/03/28 17:59:00,75.323247,62.723247,42.923247,91.623247
2025/03/28 18:00:00,71.323247,60.223247,38.623247,86.823247
2025/03/28 18:01:00,77.623247,65.723247,44.923247,94.523247
2025/03/28 18:02:00,70.023247,59.923247,46.523247,86.323247
2025/03/28 18:03:00,61.723247,55.623247,39.823247,79.723247
2025/03/28 18:04:00,69.323247,59.623247,33.823247,84.223247
2025/03/28 18:05:00,62.423247,54.223247,37.523247,80.423247
2025/03/28 18:06:00,50.023247,37.723247,33.223247,71.523247
2025/03/28 18:07:00,35.423247,33.723247,33.323247,49.123247
2025/03/28 18:08:00,56.423247,43.223247,33.123247,74.923247
2025/03/28 18:09:00,53.023247,38.323247,33.023247,74.023247
2025/03/28 18:10:00,34.123247,33.023247,32.323247,46.923247
2025/03/28 18:11:00,34.323247,32.523247,32.323247,52.023247
2025/03/28 18:12:00,35.123247,32.723247,32.323247,53.423247
2025/03/28 18:13:00,34.323247,32.623247,32.323247,46.723247
2025/03/28 18:14:00,34.523247,32.623247,32.323247,53.023247
2025/03/28 18:15:00,34.223247,32.623247,32.323247,51.723247
2025/03/28 18:16:00,34.323247,32.723247,32.423247,52.023247
2025/03/28 18:17:00,47.623247,36.223247,32.423247,68.223247
2025/03/28 18:18:00,43.523247,34.523247,32.123247,59.623247
2025/03/28 18:19:00,48.723247,37.223247,32.223247,67.323247
2025/03/28 18:20:00,33.423247,32.223247,32.023247,46.123247
2025/03/28 18:21:00,33.823247,32.123247,31.723247,51.223247
2025/03/28 18:22:00,32.623247,31.923247,31.723247,47.123247
2025/03/28 18:23:00,34.223247,32.123247,31.723247,53.223247
2025/03/28 18:24:00,34.223247,32.023247,31.723247,52.923247
2025/03/28 18:25:00,32.723247,31.923247,31.623247,47.423247
2025/03/28 18:26:00,33.923247,31.923247,31.623247,53.223247
2025/03/28 18:27:00,33.523247,32.023247,31.723247,53.823247
2025/03/28 18:28:00,34.423247,32.023247,31.723247,54.323247
2025/03/28 18:29:00,34.123247,31.923247,31.623247,54.223247
2025/03/28 18:30:00,33.723247,32.323247,32.023247,49.323247
2025/03/28 18:31:00,34.623247,32.723247,32.023247,53.923247
2025/03/28 18:32:00,35.023247,33.323247,32.923247,53.223247
2025/03/28 18:33:00,59.923247,49.223247,33.223247,78.823247
2025/03/28 18:34:00,65.623247,55.123247,42.323247,87.923247
2025/03/28 18:35:00,61.423247,52.823247,42.023247,82.323247
2025/03/28 18:36:00,66.123247,55.923247,38.923247,87.323247
2025/03/28 18:37:00,63.623247,53.823247,39.823247,85.423247
2025/03/28 18:38:00,69.323247,55.123247,38.623247,90.723247
2025/03/28 18:39:00,56.623247,48.023247,38.323247,75.623247
2025/03/28 18:40:00,60.723247,49.523247,35.923247,79.223247
2025/03/28 18:41:00,62.423247,51.223247,36.423247,82.423247
2025/03/28 18:42:00,66.123247,55.623247,39.123247,87.323247
2025/03/28 18:43:00,62.823247,53.923247,35.923247,85.323247
2025/03/28 18:44:00,60.023247,50.223247,41.023247,81.823247
2025/03/28 18:45:00,69.823247,57.023247,42.923247,91.723247
2025/03/28 18:46:00,64.123247,55.023247,42.723247,85.723247
2025/03/28 18:47:00,61.723247,50.623247,37.723247,81.123247
2025/03/28 18:48:00,59.423247,49.223247,37.923247,80.123247
2025/03/28 18:49:00,42.523247,38.723247,37.823247,59.223247
2025/03/28 18:50:00,54.023247,41.723247,37.623247,74.923247
2025/03/28 18:51:00,79.323247,62.523247,37.723247,110.523247
2025/03/28 18:52:00,51.023247,40.523247,37.723247,74.723247
2025/03/28 18:53:00,50.323247,39.823247,37.423247,70.023247
2025/03/28 18:54:00,38.423247,37.523247,37.223247,56.023247
2025/03/28 18:55:00,37.723247,37.323247,37.023247,51.923247
2025/03/28 18:56:00,40.723247,37.423247,36.923247,55.123247
2025/03/28 18:57:00,38.723247,37.323247,36.923247,55.823247
2025/03/28 18:58:00,40.123247,37.823247,37.023247,55.523247
2025/03/28 18:59:00,45.023247,37.023247,32.623247,67.123247
2025/03/28 19:00:00,49.723247,42.523247,32.623247,69.423247
2025/03/28 19:01:00,45.923247,42.923247,41.823247,59.023247
2025/03/28 19:02:00,44.723247,43.023247,41.723247,64.123247
2025/03/28 19:03:00,44.923247,43.023247,41.823247,58.423247
2025/03/28 19:04:00,44.423247,42.723247,41.523247,60.223247
2025/03/28 19:05:00,44.923247,43.123247,41.923247,59.723247
2025/03/28 19:06:00,45.523247,43.123247,41.823247,61.523247
2025/03/28 19:07:00,51.823247,44.023247,42.123247,70.923247
2025/03/28 19:08:00,45.123247,43.123247,37.923247,58.523247
2025/03/28 19:09:00,41.623247,38.423247,34.123247,58.323247
2025/03/28 19:10:00,43.323247,38.023247,33.723247,59.023247
2025/03/28 19:11:00,51.023247,41.123247,34.923247,69.923247
2025/03/28 19:12:00,57.123247,45.923247,34.723247,78.823247
2025/03/28 19:13:00,60.723247,48.723247,34.323247,81.523247
2025/03/28 19:14:00,58.723247,50.623247,35.523247,83.023247
2025/03/28 19:15:00,65.423247,52.023247,38.723247,84.723247
2025/03/28 19:16:00,61.423247,49.123247,36.623247,82.723247
2025/03/28 19:17:00,62.423247,48.623247,36.023247,84.523247
2025/03/28 19:18:00,53.223247,38.323247,33.323247,73.423247
2025/03/28 19:19:00,44.823247,35.323247,33.223247,64.423247
2025/03/28 19:20:00,49.123247,38.423247,33.523247,65.823247
2025/03/28 19:21:00,63.423247,50.123247,34.323247,82.323247
2025/03/28 19:22:00,62.023247,52.523247,33.523247,77.023247
2025/03/28 19:23:00,35.923247,33.923247,33.223247,52.123247
2025/03/28 19:24:00,35.223247,33.623247,33.123247,52.723247
2025/03/28 19:25:00,35.123247,33.723247,33.223247,48.623247
2025/03/28 19:26:00,34.923247,33.723247,33.323247,51.423247
2025/03/28 19:27:00,34.023247,33.623247,33.323247,49.823247
2025/03/28 19:28:00,50.223247,37.023247,33.223247,66.523247
2025/03/28 19:29:00,51.123247,40.423247,33.723247,69.023247
2025/03/28 19:30:00,61.623247,51.223247,35.423247,81.523247
2025/03/28 19:31:00,71.723247,57.823247,33.823247,94.723247
2025/03/28 19:32:00,47.523247,38.323247,33.323247,65.023247
2025/03/28 19:33:00,49.723247,40.923247,34.023247,68.223247
2025/03/28 19:34:00,62.823247,49.223247,33.623247,83.423247
2025/03/28 19:35:00,54.023247,43.323247,33.323247,79.523247
2025/03/28 19:36:00,35.423247,33.523247,33.223247,49.923247
2025/03/28 19:37:00,33.823247,33.423247,33.123247,47.423247
2025/03/28 19:38:00,34.523247,33.523247,33.223247,51.023247
2025/03/28 19:39:00,35.023247,33.423247,33.123247,54.523247
2025/03/28 19:40:00,33.823247,33.223247,32.923247,47.423247
2025/03/28 19:41:00,34.223247,32.823247,31.823247,52.723247
2025/03/28 19:42:00,43.423247,34.323247,31.723247,62.623247
2025/03/28 19:43:00,33.323247,31.823247,31.623247,50.623247
2025/03/28 19:44:00,33.823247,31.923247,31.623247,51.623247
2025/03/28 19:45:00,35.023247,32.123247,31.823247,51.823247
2025/03/28 19:46:00,33.923247,32.023247,31.723247,60.223247
2025/03/28 19:47:00,33.223247,31.923247,31.723247,48.823247
2025/03/28 19:48:00,33.723247,32.023247,31.723247,52.323247
2025/03/28 19:49:00,35.423247,32.223247,31.723247,51.623247
2025/03/28 19:50:00,34.223247,32.323247,31.823247,50.223247
2025/03/28 19:51:00,33.823247,32.323247,32.123247,52.023247
2025/03/28 19:52:00,32.723247,32.323247,32.023247,47.123247
2025/03/28 19:53:00,34.223247,32.623247,32.323247,52.423247
2025/03/28 19:54:00,34.223247,32.623247,32.323247,51.423247
2025/03/28 19:55:00,33.723247,32.523247,32.323247,48.623247
2025/03/28 19:56:00,38.823247,32.923247,32.323247,60.223247
2025/03/28 19:57:00,33.223247,32.623247,32.323247,47.823247
2025/03/28 19:58:00,34.423247,32.723247,32.423247,52.323247
2025/03/28 19:59:00,34.323247,32.623247,32.423247,51.823247
2025/03/28 20:00:00,37.823247,32.823247,32.323247,58.423247
2025/03/28 20:01:00,34.423247,32.723247,32.323247,54.523247
2025/03/28 20:02:00,34.023247,32.523247,32.323247,51.723247
2025/03/28 20:03:00,34.423247,32.623247,32.323247,52.423247
2025/03/28 20:04:00,34.223247,32.623247,32.223247,52.523247
2025/03/28 20:05:00,33.523247,32.623247,32.323247,46.923247
2025/03/28 20:06:00,35.123247,33.523247,33.123247,53.923247
2025/03/28 20:07:00,33.923247,33.623247,33.323247,47.523247
2025/03/28 20:08:00,34.923247,33.523247,33.323247,52.123247
2025/03/28 20:09:00,35.223247,33.523247,33.023247,53.723247
2025/03/28 20:10:00,33.923247,33.423247,33.023247,48.923247
2025/03/28 20:11:00,34.823247,33.423247,33.023247,50.823247
2025/03/28 20:12:00,33.823247,33.423247,33.023247,49.023247
2025/03/28 20:13:00,35.023247,33.323247,33.023247,53.923247
2025/03/28 20:14:00,35.123247,33.623247,33.323247,53.323247
2025/03/28 20:15:00,33.723247,33.523247,33.023247,47.623247
2025/03/28 20:16:00,47.723247,35.323247,32.523247,71.923247
2025/03/28 20:17:00,33.023247,32.623247,32.223247,49.023247
2025/03/28 20:18:00,34.723247,32.823247,32.323247,62.023247
2025/03/28 20:19:00,40.823247,32.723247,31.723247,68.723247
2025/03/28 20:20:00,32.223247,31.723247,31.123247,46.023247
2025/03/28 20:21:00,33.723247,31.723247,31.323247,53.623247
2025/03/28 20:22:00,41.023247,32.423247,31.723247,60.523247
2025/03/28 20:23:00,34.223247,31.823247,31.223247,53.823247
2025/03/28 20:24:00,36.623247,32.523247,31.623247,59.823247
2025/03/28 20:25:00,32.523247,32.023247,31.523247,46.523247
2025/03/28 20:26:00,34.023247,32.323247,32.123247,53.723247
2025/03/28 20:27:00,32.823247,32.423247,32.023247,46.323247
2025/03/28 20:28:00,34.423247,32.423247,31.923247,54.623247
2025/03/28 20:29:00,34.623247,32.423247,31.823247,53.623247
2025/03/28 20:30:00,32.723247,32.323247,31.923247,46.123247
2025/03/28 20:31:00,34.923247,32.623247,32.123247,55.023247
2025/03/28 20:32:00,34.323247,32.223247,31.723247,58.623247
2025/03/28 20:33:00,32.923247,32.523247,32.223247,47.323247
2025/03/28 20:34:00,34.623247,32.323247,31.723247,56.023247
2025/03/28 20:35:00,32.623247,32.223247,31.823247,46.823247
2025/03/28 20:36:00,34.823247,32.523247,32.323247,54.723247
2025/03/28 20:37:00,33.123247,32.223247,31.823247,48.223247
2025/03/28 20:38:00,34.523247,32.423247,31.823247,54.923247
2025/03/28 20:39:00,34.423247,32.523247,32.323247,54.023247
2025/03/28 20:40:00,32.623247,32.323247,31.823247,46.223247
2025/03/28 20:41:00,34.423247,32.423247,31.923247,54.223247
2025/03/28 20:42:00,32.623247,32.223247,31.823247,49.423247
2025/03/28 20:43:00,34.623247,32.223247,31.623247,54.023247
2025/03/28 20:44:00,43.023247,34.223247,31.923247,63.323247
2025/03/28 20:45:00,55.823247,48.223247,32.123247,73.223247
2025/03/28 20:46:00,54.523247,52.223247,51.123247,73.323247
2025/03/28 20:47:00,56.123247,50.723247,47.123247,75.423247
2025/03/28 20:48:00,56.423247,48.723247,41.323247,77.823247
2025/03/28 20:49:00,51.223247,42.023247,31.923247,72.423247
2025/03/28 20:50:00,46.123247,36.423247,31.423247,70.123247
2025/03/28 20:51:00,51.723247,39.523247,31.523247,78.323247
2025/03/28 20:52:00,33.923247,32.023247,31.623247,52.123247
2025/03/28 20:53:00,32.923247,31.723247,31.123247,48.323247
2025/03/28 20:54:00,52.823247,40.523247,31.323247,75.623247
2025/03/28 20:55:00,57.023247,43.323247,32.023247,81.023247
2025/03/28 20:56:00,54.523247,45.223247,32.023247,77.723247
2025/03/28 20:57:00,49.323247,39.323247,31.923247,76.723247
2025/03/28 20:58:00,47.623247,39.923247,31.923247,70.923247
2025/03/28 20:59:00,43.923247,36.423247,31.823247,69.823247
2025/03/28 21:00:00,43.823247,34.923247,32.123247,66.123247
2025/03/28 21:01:00,52.123247,43.523247,31.823247,75.523247
2025/03/28 21:02:00,50.223247,42.723247,31.923247,74.923247
2025/03/28 21:03:00,53.623247,39.723247,31.923247,78.623247
2025/03/28 21:04:00,48.023247,39.223247,32.023247,69.723247
2025/03/28 21:05:00,49.823247,37.623247,31.823247,72.023247
2025/03/28 21:06:00,58.923247,44.523247,32.623247,82.423247
2025/03/28 21:07:00,51.523247,39.523247,32.423247,72.423247
2025/03/28 21:08:00,43.523247,33.523247,31.723247,63.623247
2025/03/28 21:09:00,33.023247,32.023247,31.723247,50.923247
2025/03/28 21:10:00,32.523247,32.123247,31.723247,46.723247
2025/03/28 21:11:00,33.823247,32.123247,31.823247,50.923247
2025/03/28 21:12:00,33.223247,32.123247,31.723247,51.123247
2025/03/28 21:13:00,32.923247,32.223247,31.823247,46.023247
2025/03/28 21:14:00,33.823247,32.123247,31.723247,52.623247
2025/03/28 21:15:00,32.623247,32.123247,31.723247,45.523247
2025/03/28 21:16:00,33.423247,32.323247,32.123247,52.023247
2025/03/28 21:17:00,39.623247,33.123247,31.723247,51.823247
2025/03/28 21:18:00,33.823247,32.323247,31.723247,49.223247
2025/03/28 21:19:00,33.223247,32.123247,31.523247,50.023247
2025/03/28 21:20:00,32.223247,31.723247,31.323247,47.023247
2025/03/28 21:21:00,34.023247,31.823247,31.323247,52.223247
2025/03/28 21:22:00,31.923247,31.623247,31.223247,45.723247
2025/03/28 21:23:00,33.123247,31.423247,31.123247,51.423247
2025/03/28 21:24:00,33.023247,31.723247,31.123247,51.223247
2025/03/28 21:25:00,31.723247,31.323247,31.123247,45.923247
2025/03/28 21:26:00,32.423247,31.523247,31.123247,48.123247
2025/03/28 21:27:00,34.223247,31.723247,31.023247,59.423247
2025/03/28 21:28:00,33.223247,31.523247,31.123247,49.923247
2025/03/28 21:29:00,37.723247,31.623247,31.023247,61.223247
2025/03/28 21:30:00,31.923247,31.523247,31.123247,46.323247
2025/03/28 21:31:00,33.623247,32.123247,31.423247,51.123247
2025/03/28 21:32:00,32.923247,31.923247,31.423247,50.623247
2025/03/28 21:33:00,33.023247,31.923247,31.523247,46.323247
2025/03/28 21:34:00,33.523247,32.123247,31.723247,50.623247
2025/03/28 21:35:00,32.823247,32.223247,31.823247,47.823247
2025/03/28 21:36:00,34.423247,32.323247,31.823247,51.023247
2025/03/28 21:37:00,32.623247,32.123247,31.723247,48.123247
2025/03/28 21:38:00,33.623247,32.123247,31.723247,51.623247
2025/03/28 21:39:00,33.823247,32.423247,31.823247,54.123247
2025/03/28 21:40:00,32.423247,32.123247,31.823247,46.223247
2025/03/28 21:41:00,34.123247,32.323247,31.823247,51.223247
2025/03/28 21:42:00,32.323247,32.023247,31.623247,46.423247
2025/03/28 21:43:00,33.523247,32.123247,31.623247,51.123247
2025/03/28 21:44:00,33.723247,32.123247,31.823247,51.623247
2025/03/28 21:45:00,32.923247,32.123247,31.723247,48.623247
2025/03/28 21:46:00,33.523247,32.123247,31.723247,50.123247
2025/03/28 21:47:00,32.523247,32.123247,31.823247,48.723247
2025/03/28 21:48:00,33.923247,32.123247,31.723247,51.823247
2025/03/28 21:49:00,33.523247,32.023247,31.523247,50.723247
2025/03/28 21:50:00,32.723247,31.923247,31.423247,45.923247
2025/03/28 21:51:00,33.323247,31.823247,31.423247,50.823247
2025/03/28 21:52:00,32.223247,31.623247,31.123247,45.323247
2025/03/28 21:53:00,33.723247,31.523247,31.123247,52.423247
2025/03/28 21:54:00,33.523247,31.523247,31.023247,54.623247
2025/03/28 21:55:00,31.923247,31.523247,31.023247,47.423247
2025/03/28 21:56:00,33.423247,31.523247,31.223247,50.923247
2025/03/28 21:57:00,33.923247,31.923247,31.223247,49.123247
2025/03/28 21:58:00,33.823247,31.823247,31.623247,52.523247
2025/03/28 21:59:00,38.923247,32.523247,31.123247,65.123247
2025/03/28 22:00:00,42.923247,35.023247,31.223247,64.823247
2025/03/28 22:01:00,35.523247,32.223247,31.623247,54.123247
2025/03/28 22:02:00,40.123247,32.623247,31.623247,59.423247
2025/03/28 22:03:00,48.423247,39.323247,31.623247,67.023247
2025/03/28 22:04:00,51.623247,41.523247,32.123247,70.723247
2025/03/28 22:05:00,52.923247,39.823247,32.323247,70.523247
2025/03/28 22:06:00,38.523247,34.223247,33.123247,59.923247
2025/03/28 22:07:00,46.823247,38.123247,32.123247,66.023247
2025/03/28 22:08:00,48.223247,37.523247,31.823247,72.423247
2025/03/28 22:09:00,44.923247,35.423247,32.023247,65.423247
2025/03/28 22:10:00,37.323247,32.423247,31.823247,55.323247
2025/03/28 22:11:00,33.823247,32.223247,31.923247,52.123247
2025/03/28 22:12:00,32.923247,32.123247,31.723247,46.723247
2025/03/28 22:13:00,34.123247,32.223247,31.723247,53.523247
2025/03/28 22:14:00,34.223247,32.323247,32.023247,54.223247
2025/03/28 22:15:00,32.523247,32.123247,31.723247,45.623247
2025/03/28 22:16:00,34.423247,32.223247,31.723247,52.823247
2025/03/28 22:17:00,34.323247,32.223247,31.823247,53.523247
2025/03/28 22:18:00,34.523247,32.123247,31.623247,53.923247
2025/03/28 22:19:00,40.423247,32.923247,31.523247,59.023247
2025/03/28 22:20:00,33.123247,32.023247,31.423247,47.923247
2025/03/28 22:21:00,33.523247,31.823247,31.323247,51.323247
2025/03/28 22:22:00,37.023247,31.823247,31.223247,61.823247
2025/03/28 22:23:00,33.923247,31.723247,31.123247,53.523247
2025/03/28 22:24:00,34.123247,31.623247,31.223247,53.823247
2025/03/28 22:25:00,32.423247,31.723247,31.223247,46.423247
2025/03/28 22:26:00,33.923247,31.823247,31.423247,54.423247
2025/03/28 22:27:00,32.123247,31.623247,31.223247,48.923247
2025/03/28 22:28:00,49.823247,36.523247,31.223247,69.023247
2025/03/28 22:29:00,40.923247,32.423247,31.923247,54.523247
2025/03/28 22:30:00,34.423247,32.623247,32.123247,48.623247
2025/03/28 22:31:00,34.923247,32.523247,32.023247,54.823247
2025/03/28 22:32:00,34.423247,32.623247,32.223247,53.323247
2025/03/28 22:33:00,33.723247,32.623247,32.323247,49.823247
2025/03/28 22:34:00,34.923247,32.723247,32.223247,54.823247
2025/03/28 22:35:00,33.423247,32.723247,32.223247,51.023247
2025/03/28 22:36:00,34.823247,32.723247,32.323247,55.323247
2025/03/28 22:37:00,33.923247,33.423247,32.423247,48.323247
2025/03/28 22:38:00,36.623247,34.023247,33.423247,58.723247
2025/03/28 22:39:00,35.523247,33.823247,33.423247,53.223247
2025/03/28 22:40:00,34.323247,34.023247,33.423247,47.423247
2025/03/28 22:41:00,35.723247,34.223247,33.923247,55.123247
2025/03/28 22:42:00,34.423247,33.923247,33.523247,47.623247
2025/03/28 22:43:00,35.423247,33.723247,33.323247,54.923247
2025/03/28 22:44:00,35.323247,33.823247,33.623247,53.023247
2025/03/28 22:45:00,34.123247,33.723247,33.323247,48.223247
2025/03/28 22:46:00,34.923247,33.523247,33.123247,52.523247
2025/03/28 22:47:00,33.723247,33.423247,33.123247,47.223247
2025/03/28 22:48:00,34.823247,33.423247,33.123247,52.823247
2025/03/28 22:49:00,34.923247,33.323247,33.023247,53.523247
2025/03/28 22:50:00,33.423247,32.723247,31.723247,47.123247
2025/03/28 22:51:00,34.023247,32.223247,31.723247,52.323247
2025/03/28 22:52:00,34.123247,32.223247,32.023247,54.023247
2025/03/28 22:53:00,32.423247,32.223247,32.023247,46.123247
2025/03/28 22:54:00,33.823247,32.123247,31.723247,53.323247
2025/03/28 22:55:00,32.523247,32.323247,32.023247,46.323247
2025/03/28 22:56:00,33.923247,32.323247,32.123247,51.123247
2025/03/28 22:57:00,34.423247,32.623247,32.123247,51.323247
2025/03/28 22:58:00,32.823247,32.523247,32.123247,46.723247
2025/03/28 22:59:00,34.723247,32.623247,32.023247,51.423247
2025/03/28 23:00:00,37.723247,32.823247,32.323247,56.823247
2025/03/28 23:01:00,36.723247,32.823247,32.523247,52.723247
2025/03/28 23:02:00,34.723247,32.823247,32.523247,54.223247
2025/03/28 23:03:00,33.423247,32.723247,32.523247,46.523247
2025/03/28 23:04:00,34.423247,32.723247,32.523247,52.623247
2025/03/28 23:05:00,33.023247,32.723247,32.523247,46.323247
2025/03/28 23:06:00,34.323247,32.723247,32.523247,52.723247
2025/03/28 23:07:00,34.223247,32.723247,32.523247,52.323247
2025/03/28 23:08:00,33.323247,32.723247,32.523247,46.723247
2025/03/28 23:09:00,33.923247,32.723247,32.523247,50.423247
2025/03/28 23:10:00,32.823247,32.723247,32.523247,47.023247
2025/03/28 23:11:00,33.923247,32.723247,32.523247,52.423247
2025/03/28 23:12:00,33.823247,32.623247,32.323247,52.523247
2025/03/28 23:13:00,32.723247,32.423247,32.223247,46.523247
2025/03/28 23:14:00,33.923247,32.523247,32.223247,52.223247
2025/03/28 23:15:00,32.923247,32.323247,32.023247,46.223247
2025/03/28 23:16:00,33.523247,32.223247,32.023247,50.223247
2025/03/28 23:17:00,32.323247,32.223247,32.023247,45.823247
2025/03/28 23:18:00,33.623247,32.223247,32.023247,50.923247
2025/03/28 23:19:00,33.423247,32.223247,32.023247,49.823247
2025/03/28 23:20:00,33.823247,32.423247,32.023247,46.623247
2025/03/28 23:21:00,34.123247,32.223247,32.023247,52.723247
2025/03/28 23:22:00,32.923247,32.223247,32.123247,47.423247
2025/03/28 23:23:00,33.723247,32.223247,32.023247,50.823247
2025/03/28 23:24:00,34.723247,32.623247,32.123247,52.023247
2025/03/28 23:25:00,32.723247,32.523247,32.323247,47.123247
2025/03/28 23:26:00,33.323247,32.523247,32.223247,50.723247
2025/03/28 23:27:00,32.923247,32.723247,32.423247,46.423247
2025/03/28 23:28:00,36.023247,32.923247,32.523247,51.723247
2025/03/28 23:29:00,33.923247,32.823247,32.623247,50.723247
2025/03/28 23:30:00,35.023247,32.923247,32.623247,50.023247
2025/03/28 23:31:00,36.723247,33.023247,32.623247,57.123247
2025/03/28 23:32:00,36.323247,32.923247,32.523247,52.023247
2025/03/28 23:33:00,34.023247,32.723247,32.523247,50.823247
2025/03/28 23:34:00,33.823247,32.823247,32.523247,49.423247
2025/03/28 23:35:00,33.223247,32.723247,32.523247,46.923247
2025/03/28 23:36:00,33.723247,32.723247,32.523247,49.023247
2025/03/28 23:37:00,33.023247,32.723247,32.523247,46.823247
2025/03/28 23:38:00,33.923247,32.723247,32.523247,51.323247
2025/03/28 23:39:00,34.123247,32.623247,32.423247,52.723247
2025/03/28 23:40:00,33.723247,32.523247,32.323247,52.923247
2025/03/28 23:41:00,34.223247,32.623247,32.323247,51.623247
2025/03/28 23:42:00,33.723247,33.523247,33.223247,47.423247
2025/03/28 23:43:00,34.623247,33.523247,33.323247,51.523247
2025/03/28 23:44:00,34.823247,33.623247,33.223247,51.623247
2025/03/28 23:45:00,34.023247,33.523247,33.223247,47.323247
2025/03/28 23:46:00,38.723247,34.023247,33.323247,65.423247
2025/03/28 23:47:00,44.623247,34.423247,33.223247,72.723247
2025/03/28 23:48:00,34.723247,33.523247,33.223247,52.523247
2025/03/28 23:49:00,34.723247,33.523247,33.223247,52.923247
2025/03/28 23:50:00,34.523247,33.623247,33.123247,50.223247
2025/03/28 23:51:00,34.823247,33.623247,33.323247,50.823247
2025/03/28 23:52:00,33.923247,33.623247,33.323247,47.623247
2025/03/28 23:53:00,35.023247,33.723247,33.323247,53.523247
2025/03/28 23:54:00,34.323247,33.523247,32.623247,51.723247
2025/03/28 23:55:00,33.123247,32.823247,32.623247,46.623247
2025/03/28 23:56:00,34.223247,32.823247,32.623247,53.323247
2025/03/28 23:57:00,32.923247,32.823247,32.623247,46.523247
2025/03/28 23:58:00,34.523247,32.823247,32.623247,54.723247
2025/03/28 23:59:00,36.823247,32.923247,32.523247,53.523247
2025/03/29 0:00:00,37.823247,33.023247,32.623247,58.123247
2025/03/29 0:01:00,35.323247,32.923247,32.623247,53.223247
2025/03/29 0:02:00,34.523247,33.123247,32.623247,53.523247
2025/03/29 0:03:00,34.823247,32.923247,32.623247,54.023247
2025/03/29 0:04:00,34.623247,32.623247,32.423247,53.123247
2025/03/29 0:05:00,33.323247,32.623247,32.323247,49.523247
2025/03/29 0:06:00,34.623247,32.523247,32.223247,54.423247
2025/03/29 0:07:00,32.623247,32.323247,32.123247,47.023247
2025/03/29 0:08:00,34.123247,32.323247,32.123247,54.923247
2025/03/29 0:09:00,34.323247,32.423247,32.123247,53.923247
2025/03/29 0:10:00,32.523247,32.323247,32.223247,45.823247
2025/03/29 0:11:00,34.023247,32.423247,32.223247,51.823247
2025/03/29 0:12:00,33.023247,32.323247,32.123247,53.723247
2025/03/29 0:13:00,34.423247,32.423247,32.223247,53.323247
2025/03/29 0:14:00,34.523247,32.423247,32.123247,54.123247
2025/03/29 0:15:00,39.123247,32.823247,32.223247,57.323247
2025/03/29 0:16:00,35.823247,32.723247,32.423247,54.423247
2025/03/29 0:17:00,33.623247,32.623247,32.423247,53.723247
2025/03/29 0:18:00,34.623247,32.823247,32.423247,55.323247
2025/03/29 0:19:00,34.923247,32.923247,32.523247,54.723247
2025/03/29 0:20:00,33.523247,32.923247,32.623247,49.223247
2025/03/29 0:21:00,34.423247,32.923247,32.623247,53.423247
2025/03/29 0:22:00,33.023247,32.823247,32.623247,47.223247
2025/03/29 0:23:00,43.623247,33.623247,32.623247,73.623247
2025/03/29 0:24:00,34.923247,32.923247,32.623247,54.123247
2025/03/29 0:25:00,33.623247,32.923247,32.523247,47.723247
