Location,Latitude,Longitude
YEG-354,53.53381712,-113.4899632
YEG-355,53.53381712,-113.4748474
YEG-356,53.53381712,-113.4597316
YEG-357,53.53381712,-113.4446158
YEG-358,53.53381712,-113.4295
YEG-359,53.53381712,-113.4143843
YEG-360,53.53381712,-113.3992685
YEG-361,53.53381712,-113.3841527
YEG-362,53.53381712,-113.3690369
YEG-363,53.53381712,-113.3539211
YEG-364,53.53381712,-113.3388053
YEG-365,53.54282613,-113.7167
YEG-366,53.54282613,-113.7015842
YEG-367,53.54282613,-113.6864684
YEG-368,53.54282613,-113.6713526
YEG-369,53.54282613,-113.6562369
YEG-370,53.54282613,-113.6411211
YEG-371,53.54282613,-113.6260053
YEG-372,53.54282613,-113.6108895
YEG-373,53.54282613,-113.5957737
YEG-374,53.54282613,-113.5806579
YEG-375,53.54282613,-113.5655421
YEG-376,53.54282613,-113.5504263
YEG-377,53.54282613,-113.5353106
YEG-378,53.54282613,-113.5201948
YEG-379,53.54282613,-113.505079
YEG-380,53.54282613,-113.4899632
YEG-381,53.54282613,-113.4748474
YEG-382,53.54282613,-113.4597316
YEG-383,53.54282613,-113.4446158
YEG-384,53.54282613,-113.4295
YEG-385,53.54282613,-113.4143843
YEG-386,53.54282613,-113.3992685
YEG-387,53.54282613,-113.3841527
YEG-388,53.54282613,-113.3690369
YEG-389,53.54282613,-113.3539211
YEG-390,53.54282613,-113.3388053
YEG-391,53.55183514,-113.7167
YEG-392,53.55183514,-113.7015842
YEG-393,53.55183514,-113.6864684
YEG-394,53.55183514,-113.6713526
YEG-395,53.55183514,-113.6562369
YEG-396,53.55183514,-113.6411211
YEG-397,53.55183514,-113.6260053
YEG-398,53.55183514,-113.6108895
YEG-399,53.55183514,-113.5957737
YEG-400,53.55183514,-113.5806579
YEG-401,53.55183514,-113.5655421
YEG-402,53.55183514,-113.5504263
YEG-403,53.55183514,-113.5353106
YEG-404,53.55183514,-113.5201948
YEG-405,53.55183514,-113.505079
YEG-406,53.55183514,-113.4899632
YEG-407,53.55183514,-113.4748474
YEG-408,53.55183514,-113.4597316
YEG-409,53.55183514,-113.4446158
YEG-410,53.55183514,-113.4295
YEG-411,53.55183514,-113.4143843
YEG-412,53.55183514,-113.3992685
YEG-413,53.55183514,-113.3841527
YEG-414,53.55183514,-113.3690369
YEG-415,53.55183514,-113.3539211
YEG-416,53.55183514,-113.3388053
YEG-417,53.56084414,-113.7167
YEG-418,53.56084414,-113.7015842
YEG-419,53.56084414,-113.6864684
YEG-420,53.56084414,-113.6713526
YEG-421,53.56084414,-113.6562369
YEG-422,53.56084414,-113.6411211
YEG-423,53.56084414,-113.6260053
YEG-424,53.56084414,-113.6108895
YEG-425,53.56084414,-113.5957737
YEG-426,53.56084414,-113.5806579
YEG-427,53.56084414,-113.5655421
YEG-428,53.56084414,-113.5504263
YEG-429,53.56084414,-113.5353106
YEG-430,53.56084414,-113.5201948
YEG-431,53.56084414,-113.505079
YEG-432,53.56084414,-113.4899632
YEG-433,53.56084414,-113.4748474
YEG-434,53.56084414,-113.4597316
YEG-435,53.56084414,-113.4446158
YEG-436,53.56084414,-113.4295
YEG-437,53.56084414,-113.4143843
YEG-438,53.56084414,-113.3992685
YEG-439,53.56084414,-113.3841527
YEG-440,53.56084414,-113.3690369
YEG-441,53.56084414,-113.3539211
YEG-442,53.56084414,-113.3388053
YEG-443,53.56985315,-113.7167
YEG-444,53.56985315,-113.7015842
YEG-445,53.56985315,-113.6864684
YEG-446,53.56985315,-113.6713526
YEG-447,53.56985315,-113.6562369
YEG-448,53.56985315,-113.6411211
YEG-449,53.56985315,-113.6260053
YEG-450,53.56985315,-113.6108895
YEG-451,53.56985315,-113.5957737
YEG-452,53.56985315,-113.5806579
YEG-453,53.56985315,-113.5655421
YEG-454,53.56985315,-113.5504263
YEG-455,53.56985315,-113.5353106
YEG-456,53.56985315,-113.5201948
YEG-457,53.56985315,-113.505079
YEG-458,53.56985315,-113.4899632
YEG-459,53.56985315,-113.4748474
YEG-460,53.56985315,-113.4597316
YEG-461,53.56985315,-113.4446158
YEG-462,53.56985315,-113.4295
YEG-463,53.56985315,-113.4143843
YEG-464,53.56985315,-113.3992685
YEG-465,53.56985315,-113.3841527
YEG-466,53.56985315,-113.3690369
YEG-467,53.56985315,-113.3539211
YEG-468,53.56985315,-113.3388053
YEG-469,53.57886216,-113.7167
YEG-470,53.57886216,-113.7015842
YEG-471,53.57886216,-113.6864684
YEG-472,53.57886216,-113.6713526
YEG-473,53.57886216,-113.6562369
YEG-474,53.57886216,-113.6411211
YEG-475,53.57886216,-113.6260053
YEG-476,53.57886216,-113.6108895
YEG-477,53.57886216,-113.5957737
YEG-478,53.57886216,-113.5806579
YEG-479,53.57886216,-113.5655421
YEG-480,53.57886216,-113.5504263
YEG-481,53.57886216,-113.5353106
YEG-482,53.57886216,-113.5201948
YEG-483,53.57886216,-113.505079
YEG-484,53.57886216,-113.4899632
YEG-485,53.57886216,-113.4748474
YEG-486,53.57886216,-113.4597316
YEG-487,53.57886216,-113.4446158
YEG-488,53.57886216,-113.4295
YEG-489,53.57886216,-113.4143843
YEG-490,53.57886216,-113.3992685
YEG-491,53.57886216,-113.3841527
YEG-492,53.57886216,-113.3690369
YEG-493,53.57886216,-113.3539211
YEG-494,53.57886216,-113.3388053
YEG-495,53.58787117,-113.7167
YEG-496,53.58787117,-113.7015842
YEG-497,53.58787117,-113.6864684
YEG-498,53.58787117,-113.6713526
YEG-499,53.58787117,-113.6562369
YEG-500,53.58787117,-113.6411211
YEG-501,53.58787117,-113.6260053
YEG-502,53.58787117,-113.6108895
YEG-503,53.58787117,-113.5957737
YEG-504,53.58787117,-113.5806579
YEG-505,53.58787117,-113.5655421
YEG-506,53.58787117,-113.5504263
YEG-507,53.58787117,-113.5353106
YEG-508,53.58787117,-113.5201948
YEG-509,53.58787117,-113.505079
YEG-510,53.58787117,-113.4899632
YEG-511,53.58787117,-113.4748474
YEG-512,53.58787117,-113.4597316
YEG-513,53.58787117,-113.4446158
YEG-514,53.58787117,-113.4295
YEG-515,53.58787117,-113.4143843
YEG-516,53.58787117,-113.3992685
YEG-517,53.58787117,-113.3841527
YEG-518,53.58787117,-113.3690369
YEG-519,53.58787117,-113.3539211
YEG-520,53.58787117,-113.3388053
YEG-521,53.59688018,-113.7167
YEG-522,53.59688018,-113.7015842
YEG-523,53.59688018,-113.6864684
YEG-524,53.59688018,-113.6713526
YEG-525,53.59688018,-113.6562369
YEG-526,53.59688018,-113.6411211
YEG-527,53.59688018,-113.6260053
YEG-528,53.59688018,-113.6108895
YEG-529,53.59688018,-113.5957737
YEG-530,53.59688018,-113.5806579
YEG-531,53.59688018,-113.5655421
YEG-532,53.59688018,-113.5504263
YEG-533,53.59688018,-113.5353106
YEG-534,53.59688018,-113.5201948
YEG-535,53.59688018,-113.505079
YEG-536,53.59688018,-113.4899632
YEG-537,53.59688018,-113.4748474
YEG-538,53.59688018,-113.4597316
YEG-539,53.59688018,-113.4446158
YEG-540,53.59688018,-113.4295
YEG-541,53.59688018,-113.4143843
YEG-542,53.59688018,-113.3992685
YEG-543,53.59688018,-113.3841527
YEG-544,53.59688018,-113.3690369
YEG-545,53.59688018,-113.3539211
YEG-546,53.59688018,-113.3388053
YEG-547,53.60588919,-113.7167
YEG-548,53.60588919,-113.7015842
YEG-549,53.60588919,-113.6864684
YEG-550,53.60588919,-113.6713526
YEG-551,53.60588919,-113.6562369
YEG-552,53.60588919,-113.6411211
YEG-553,53.60588919,-113.6260053
YEG-554,53.60588919,-113.6108895
YEG-555,53.60588919,-113.5957737
YEG-556,53.60588919,-113.5806579
YEG-557,53.60588919,-113.5655421
YEG-558,53.60588919,-113.5504263
YEG-559,53.60588919,-113.5353106
YEG-560,53.60588919,-113.5201948
YEG-561,53.60588919,-113.505079
YEG-562,53.60588919,-113.4899632
YEG-563,53.60588919,-113.4748474
YEG-564,53.60588919,-113.4597316
YEG-565,53.60588919,-113.4446158
YEG-566,53.60588919,-113.4295
YEG-567,53.60588919,-113.4143843
YEG-568,53.60588919,-113.3992685
YEG-569,53.60588919,-113.3841527
YEG-570,53.60588919,-113.3690369
YEG-571,53.60588919,-113.3539211
YEG-572,53.60588919,-113.3388053
YEG-573,53.6148982,-113.7167
YEG-574,53.6148982,-113.7015842
YEG-575,53.6148982,-113.6864684
YEG-576,53.6148982,-113.6713526
YEG-577,53.6148982,-113.6562369
YEG-578,53.6148982,-113.6411211
YEG-579,53.6148982,-113.6260053
YEG-580,53.6148982,-113.6108895
YEG-581,53.6148982,-113.5957737
YEG-582,53.6148982,-113.5806579
YEG-583,53.6148982,-113.5655421
YEG-584,53.6148982,-113.5504263
YEG-585,53.6148982,-113.5353106
YEG-586,53.6148982,-113.5201948
YEG-587,53.6148982,-113.505079
YEG-588,53.6148982,-113.4899632
YEG-589,53.6148982,-113.4748474
YEG-590,53.6148982,-113.4597316
YEG-591,53.6148982,-113.4446158
YEG-592,53.6148982,-113.4295
YEG-593,53.6148982,-113.4143843
YEG-594,53.6148982,-113.3992685
YEG-595,53.6148982,-113.3841527
YEG-596,53.6148982,-113.3690369
YEG-597,53.6148982,-113.3539211
YEG-598,53.6148982,-113.3388053
YEG-599,53.62390721,-113.7167
YEG-600,53.62390721,-113.7015842
YEG-601,53.62390721,-113.6864684
YEG-602,53.62390721,-113.6713526
YEG-603,53.62390721,-113.6562369
YEG-604,53.62390721,-113.6411211
YEG-605,53.62390721,-113.6260053
YEG-606,53.62390721,-113.6108895
YEG-607,53.62390721,-113.5957737
YEG-608,53.62390721,-113.5806579
YEG-609,53.62390721,-113.5655421
YEG-610,53.62390721,-113.5504263
YEG-611,53.62390721,-113.5353106
YEG-612,53.62390721,-113.5201948
YEG-613,53.62390721,-113.505079
YEG-614,53.62390721,-113.4899632
YEG-615,53.62390721,-113.4748474
YEG-616,53.62390721,-113.4597316
YEG-617,53.62390721,-113.4446158
YEG-618,53.62390721,-113.4295
YEG-619,53.62390721,-113.4143843
YEG-620,53.62390721,-113.3992685
YEG-621,53.62390721,-113.3841527
YEG-622,53.62390721,-113.3690369
YEG-623,53.62390721,-113.3539211
YEG-624,53.62390721,-113.3388053
YEG-625,53.63291622,-113.7167
YEG-626,53.63291622,-113.7015842
YEG-627,53.63291622,-113.6864684
YEG-628,53.63291622,-113.6713526
YEG-629,53.63291622,-113.6562369
YEG-630,53.63291622,-113.6411211
YEG-631,53.63291622,-113.6260053
YEG-632,53.63291622,-113.6108895
YEG-633,53.63291622,-113.5957737
YEG-634,53.63291622,-113.5806579
YEG-635,53.63291622,-113.5655421
YEG-636,53.63291622,-113.5504263
YEG-637,53.63291622,-113.5353106
YEG-638,53.63291622,-113.5201948
YEG-639,53.63291622,-113.505079
YEG-640,53.63291622,-113.4899632
YEG-641,53.63291622,-113.4748474
YEG-642,53.63291622,-113.4597316
YEG-643,53.63291622,-113.4446158
YEG-644,53.63291622,-113.4295
YEG-645,53.63291622,-113.4143843
YEG-646,53.63291622,-113.3992685
YEG-647,53.63291622,-113.3841527
YEG-648,53.63291622,-113.3690369
YEG-649,53.63291622,-113.3539211
YEG-650,53.63291622,-113.3388053
YEG-651,53.64192523,-113.7167
YEG-652,53.64192523,-113.7015842
YEG-653,53.64192523,-113.6864684
YEG-654,53.64192523,-113.6713526
YEG-655,53.64192523,-113.6562369
YEG-656,53.64192523,-113.6411211
YEG-657,53.64192523,-113.6260053
YEG-658,53.64192523,-113.6108895
YEG-659,53.64192523,-113.5957737
YEG-660,53.64192523,-113.5806579
YEG-661,53.64192523,-113.5655421
YEG-662,53.64192523,-113.5504263
YEG-663,53.64192523,-113.5353106
YEG-664,53.64192523,-113.5201948
YEG-665,53.64192523,-113.505079
YEG-666,53.64192523,-113.4899632
YEG-667,53.64192523,-113.4748474
YEG-668,53.64192523,-113.4597316
YEG-669,53.64192523,-113.4446158
YEG-670,53.64192523,-113.4295
YEG-671,53.64192523,-113.4143843
YEG-672,53.64192523,-113.3992685
YEG-673,53.64192523,-113.3841527
YEG-674,53.64192523,-113.3690369
YEG-675,53.64192523,-113.3539211
YEG-676,53.64192523,-113.3388053
YEG-677,53.65093423,-113.7167
YEG-678,53.65093423,-113.7015842
YEG-679,53.65093423,-113.6864684
YEG-680,53.65093423,-113.6713526
YEG-681,53.65093423,-113.6562369
YEG-682,53.65093423,-113.6411211
YEG-683,53.65093423,-113.6260053
YEG-684,53.65093423,-113.6108895
YEG-685,53.65093423,-113.5957737
YEG-686,53.65093423,-113.5806579
YEG-687,53.65093423,-113.5655421
YEG-688,53.65093423,-113.5504263
YEG-689,53.65093423,-113.5353106
YEG-690,53.65093423,-113.5201948
YEG-691,53.65093423,-113.505079
YEG-692,53.65093423,-113.4899632
YEG-693,53.65093423,-113.4748474
YEG-694,53.65093423,-113.4597316
YEG-695,53.65093423,-113.4446158
YEG-696,53.65093423,-113.4295
YEG-697,53.65093423,-113.4143843
YEG-698,53.65093423,-113.3992685
YEG-699,53.65093423,-113.3841527
YEG-700,53.65093423,-113.3690369
YEG-701,53.65093423,-113.3539211
YEG-702,53.65093423,-113.3388053
YEG-703,53.65994324,-113.7167
YEG-704,53.65994324,-113.7015842
YEG-705,53.65994324,-113.6864684
YEG-706,53.65994324,-113.6713526
YEG-707,53.65994324,-113.6562369
YEG-708,53.65994324,-113.6411211
YEG-709,53.65994324,-113.6260053
YEG-710,53.65994324,-113.6108895
YEG-711,53.65994324,-113.5957737
YEG-712,53.65994324,-113.5806579
YEG-713,53.65994324,-113.5655421
YEG-714,53.65994324,-113.5504263
YEG-715,53.65994324,-113.5353106
YEG-716,53.65994324,-113.5201948
YEG-717,53.65994324,-113.505079
YEG-718,53.65994324,-113.4899632
YEG-719,53.65994324,-113.4748474
YEG-720,53.65994324,-113.4597316
YEG-721,53.65994324,-113.4446158
YEG-722,53.65994324,-113.4295
YEG-723,53.65994324,-113.4143843
YEG-724,53.65994324,-113.3992685
YEG-725,53.65994324,-113.3841527
YEG-726,53.65994324,-113.3690369
YEG-727,53.65994324,-113.3539211
YEG-728,53.65994324,-113.3388053
YEG-729,53.66895225,-113.7167
YEG-730,53.66895225,-113.7015842
YEG-731,53.66895225,-113.6864684
YEG-732,53.66895225,-113.6713526
YEG-733,53.66895225,-113.6562369
YEG-734,53.66895225,-113.6411211
YEG-735,53.66895225,-113.6260053
YEG-736,53.66895225,-113.6108895
YEG-737,53.66895225,-113.5957737
YEG-738,53.66895225,-113.5806579
YEG-739,53.66895225,-113.5655421
YEG-740,53.66895225,-113.5504263
